INCOME_HP,PRFT_GAIN_BP_OTHR_SPECLTV_BUS,PRFT_GAIN_BP_SPECLTV_BUS,PRFT_GAIN_BP_SPCFD_BUS,ST_CG_AMT_1,ST_CG_AMT_2,LT_CG_AMT_1,LT_CG_AMT_2,AGGREGATE_LIABILTY
15.724245775454623,13.674169791601136,1.0,1.0,1.0,1.0,1.0,1.0,1.0260850243624895
